HomoloGene ID,Common Organism Name,NCBI Taxon ID,Symbol
121567,"mouse, laboratory",10090,Fam32a
121567,human,9606,FAM32A
121568,"mouse, laboratory",10090,Eef1a2
121568,human,9606,EEF1A2
121570,"mouse, laboratory",10090,Supt3
121570,human,9606,SUPT3H
121574,"mouse, laboratory",10090,Prkaca
121574,human,9606,PRKACA
121575,"mouse, laboratory",10090,Gm9525
121585,"mouse, laboratory",10090,Amph
121585,human,9606,AMPH
121586,human,9606,OR10R2
121587,human,9606,OR2M2
121590,human,9606,OR4K13
121591,"mouse, laboratory",10090,Olfr1240
121591,human,9606,OR4A16
121598,human,9606,RBMY1A1
121598,human,9606,RBMY1B
121598,human,9606,RBMY1D
121598,human,9606,RBMY1E
121598,human,9606,RBMY1F
121598,human,9606,RBMY1J
121600,"mouse, laboratory",10090,Nelfb
121600,human,9606,NELFB
121602,"mouse, laboratory",10090,Dusp13
121602,human,9606,DUSP13
121611,"mouse, laboratory",10090,Vmn1r232
121612,human,9606,RPS4Y2
121614,"mouse, laboratory",10090,Ear11
121614,human,9606,RNASE2
121617,"mouse, laboratory",10090,Slc17a6
121617,human,9606,SLC17A6
121620,"mouse, laboratory",10090,Taar7a
121621,"mouse, laboratory",10090,Magea10
121621,human,9606,MAGEA10
121622,"mouse, laboratory",10090,Papolb
121622,human,9606,PAPOLB
121625,"mouse, laboratory",10090,Arfgap3
121625,human,9606,ARFGAP3
121627,"mouse, laboratory",10090,Pabpc1l2b-ps
121627,human,9606,PABPC1L2A
121627,human,9606,PABPC1L2B
121634,"mouse, laboratory",10090,Pgap2
121637,human,9606,MAGEA11
121639,"mouse, laboratory",10090,Akr1c12
121639,"mouse, laboratory",10090,Akr1c13
121641,"mouse, laboratory",10090,Gm6749
121650,"mouse, laboratory",10090,Csnk1g3
121650,human,9606,CSNK1G3
121661,"mouse, laboratory",10090,Ddi2
121661,human,9606,DDI2
121673,human,9606,GOLGA8A
121673,human,9606,GOLGA8B
121676,"mouse, laboratory",10090,Ugp2
121676,human,9606,UGP2
121680,"mouse, laboratory",10090,Cdca7
121695,"mouse, laboratory",10090,Csnk1e
121695,human,9606,CSNK1E
121702,"mouse, laboratory",10090,Acta1
121702,human,9606,ACTA1
121703,"mouse, laboratory",10090,Gga3
121703,human,9606,GGA3
121710,"mouse, laboratory",10090,Gm561
121711,"mouse, laboratory",10090,Gm757
121711,human,9606,RNF224
121712,"mouse, laboratory",10090,Mageb4
121712,human,9606,MAGEB2
121718,"mouse, laboratory",10090,Prkacb
121718,human,9606,PRKACB
121721,human,9606,ZNF345
121722,"mouse, laboratory",10090,Zcchc18
121722,human,9606,ZCCHC18
121749,human,9606,ATAD3C
121751,human,9606,ZNF705B
121751,human,9606,ZNF705D
121754,human,9606,BTNL8
121755,"mouse, laboratory",10090,Asic1
121755,human,9606,ASIC1
121756,"mouse, laboratory",10090,Hp
121756,human,9606,HP
121778,"mouse, laboratory",10090,Fmn1
121779,"mouse, laboratory",10090,Zfp2
121779,human,9606,ZFP2
121782,"mouse, laboratory",10090,Rdh13
121782,human,9606,RDH13
121827,"mouse, laboratory",10090,Gbp7
121827,human,9606,GBP7
121847,human,9606,DCAF8L2
121852,human,9606,RBMXL3
121858,"mouse, laboratory",10090,Camk1d
121858,human,9606,CAMK1D
121860,"mouse, laboratory",10090,Slc36a1
121860,human,9606,SLC36A1
121891,"mouse, laboratory",10090,Ermp1
121891,human,9606,ERMP1
121902,"mouse, laboratory",10090,Evi5
121902,human,9606,EVI5
121907,"mouse, laboratory",10090,Gm6851
121907,"mouse, laboratory",10090,Pin4
121907,human,9606,PIN4
121932,"mouse, laboratory",10090,Fam174b
121932,human,9606,FAM174B
121937,"mouse, laboratory",10090,Gm14925
121937,human,9606,HIGD1A
121938,human,9606,ASB10
121939,"mouse, laboratory",10090,Plekhh1
121939,human,9606,PLEKHH1
121957,"mouse, laboratory",10090,Olfr18
121957,human,9606,OR7E24
121963,"mouse, laboratory",10090,Rassf10
121963,human,9606,RASSF10
121964,human,9606,BMI1
121969,human,9606,LOC100287477
121970,"mouse, laboratory",10090,Hist1h2bb
121970,human,9606,HIST1H2BB
121979,human,9606,SETMAR
121995,human,9606,SFTPA2
122001,human,9606,CT47B1
122027,"mouse, laboratory",10090,Pcp4l1
122027,human,9606,PCP4L1
122029,human,9606,ZNF554
122030,human,9606,ZNF836
122031,"mouse, laboratory",10090,Aldh1l1
122031,human,9606,ALDH1L1
122032,human,9606,FMN1
122072,human,9606,ZNF75D
122077,human,9606,ZNF789
122079,"mouse, laboratory",10090,Iqcf4
122080,"mouse, laboratory",10090,Izumo3
122081,"mouse, laboratory",10090,6330403K07Rik
122081,human,9606,LOC728392
122083,"mouse, laboratory",10090,Srrm3
122083,human,9606,SRRM3
122114,"mouse, laboratory",10090,Smim13
122114,human,9606,SMIM13
122116,"mouse, laboratory",10090,Hsbp1l1
122116,human,9606,HSBP1L1
122118,human,9606,TRIM64
122118,human,9606,TRIM64B
122122,human,9606,LEUTX
122123,human,9606,EFCAB8
122125,"mouse, laboratory",10090,Gm13718
122125,human,9606,BTBD18
122129,"mouse, laboratory",10090,Shisa7
122129,human,9606,SHISA7
122130,human,9606,FAM200B
122131,"mouse, laboratory",10090,Spata31d1a
122131,human,9606,SPATA31D1
122131,human,9606,SPATA31D3
122131,human,9606,SPATA31D4
122133,"mouse, laboratory",10090,6430550D23Rik
122133,human,9606,C20orf173
122135,human,9606,NANOGNB
122136,"mouse, laboratory",10090,Zscan18
122136,human,9606,ZSCAN18
122138,"mouse, laboratory",10090,Cpa3
122138,human,9606,CPA3
122139,human,9606,IFNA14
122140,human,9606,PI3
122141,"mouse, laboratory",10090,Prss2
122143,human,9606,ZNF165
122145,human,9606,KRT37
122146,"mouse, laboratory",10090,Zfp235
122146,human,9606,ZNF235
122147,human,9606,DEFB4A
122147,human,9606,DEFB4B
122148,"mouse, laboratory",10090,Nktr
122148,human,9606,NKTR
122152,"mouse, laboratory",10090,Ston1
122152,human,9606,STON1
122153,human,9606,SLC22A18AS
122176,"mouse, laboratory",10090,Akr1b7
122178,"mouse, laboratory",10090,Cyp2j5
122182,"mouse, laboratory",10090,Aldh1a7
122187,human,9606,PGAP2
122201,"mouse, laboratory",10090,Fmn2
122201,human,9606,FMN2
122202,"mouse, laboratory",10090,Entpd7
122202,human,9606,ENTPD7
122205,"mouse, laboratory",10090,Zfp26
122205,human,9606,ZNF624
122206,human,9606,HPR
122214,"mouse, laboratory",10090,Tmem239
122214,human,9606,TMEM239
122220,"mouse, laboratory",10090,1700008I05Rik
122221,"mouse, laboratory",10090,Wfdc3
122222,"mouse, laboratory",10090,Gm10651
122222,"mouse, laboratory",10090,Josd1
122226,"mouse, laboratory",10090,Ctsq
122240,human,9606,KRTAP9-3
122243,"mouse, laboratory",10090,Unc80
122243,human,9606,UNC80
122246,"mouse, laboratory",10090,Fibcd1
122246,human,9606,FIBCD1
122247,human,9606,PNMA6A
122247,human,9606,PNMA6B
122247,human,9606,PNMA6C
122247,human,9606,PNMA6D
122432,human,9606,ABCA10
122512,"mouse, laboratory",10090,Vmn1r82
122572,"mouse, laboratory",10090,Akp3
122572,human,9606,ALPI
122630,human,9606,LYZL2
122774,human,9606,ZNF570
122777,"mouse, laboratory",10090,Olfr122
122778,"mouse, laboratory",10090,Olfr437
122779,"mouse, laboratory",10090,Olfr1340
122781,"mouse, laboratory",10090,Olfr203
122782,"mouse, laboratory",10090,Olfr873
122785,"mouse, laboratory",10090,Olfr1087
122786,"mouse, laboratory",10090,Olfr575
122787,human,9606,UGT3A1
122788,human,9606,APOBEC3D
122790,human,9606,ZNF548
122792,"mouse, laboratory",10090,Col6a5
122792,human,9606,COL6A5
122805,"mouse, laboratory",10090,Zfp715
122889,human,9606,HIST1H2BA
122893,human,9606,ZNF547
122897,human,9606,POTEC
122916,human,9606,LCE1B
122921,human,9606,C22orf15
122945,"mouse, laboratory",10090,Vmn1r168
122945,"mouse, laboratory",10090,Vmn1r177
122945,"mouse, laboratory",10090,Vmn1r90
122947,human,9606,C10orf129
122974,"mouse, laboratory",10090,1700020N15Rik
122974,"mouse, laboratory",10090,Gm6812
122977,"mouse, laboratory",10090,Clec2h
122991,human,9606,LOC728715
123013,human,9606,ACTR3C
123023,human,9606,FAM197Y3
123023,human,9606,FAM197Y4
123023,human,9606,FAM197Y6
123023,human,9606,FAM197Y7
123023,human,9606,FAM197Y8
123023,human,9606,FAM197Y9
123121,human,9606,DEFB133
123160,"mouse, laboratory",10090,Akr1cl
123251,human,9606,NPIPA1
123251,human,9606,NPIPA2
123251,human,9606,NPIPA3
123251,human,9606,NPIPA5
123335,"mouse, laboratory",10090,Krtap9-5
123335,human,9606,KRTAP9-1
123434,"mouse, laboratory",10090,Fam227a
123434,human,9606,FAM227A
123510,"mouse, laboratory",10090,Gm17384
123510,human,9606,DTHD1
123521,"mouse, laboratory",10090,Mroh9
123521,human,9606,MROH9
123536,"mouse, laboratory",10090,Pom121l2
123536,human,9606,POM121L2
123581,human,9606,LOC100287294
123581,human,9606,LOC402269
123583,human,9606,ZNF727
123623,"mouse, laboratory",10090,1700006A11Rik
123739,"mouse, laboratory",10090,Olfr1352
123769,"mouse, laboratory",10090,Olfr671
123769,"mouse, laboratory",10090,Olfr675
123769,human,9606,OR52E6
123770,"mouse, laboratory",10090,Olfr1196
123770,"mouse, laboratory",10090,Olfr1197
123770,"mouse, laboratory",10090,Olfr1200
123772,"mouse, laboratory",10090,Olfr1303
123772,"mouse, laboratory",10090,Olfr268-ps1
123774,"mouse, laboratory",10090,Olfr1312
123775,"mouse, laboratory",10090,Atp2b3
123775,human,9606,ATP2B3
123776,"mouse, laboratory",10090,Olfr772
123776,"mouse, laboratory",10090,Olfr773
123780,human,9606,OR2T3
123780,human,9606,OR2T34
123787,"mouse, laboratory",10090,AA987161
123787,human,9606,ZNF91
123794,"mouse, laboratory",10090,Trim35
123794,human,9606,TRIM35
123798,"mouse, laboratory",10090,Cks1b
123798,human,9606,CKS1B
123803,"mouse, laboratory",10090,Olfr557
123803,human,9606,OR51D1
123805,"mouse, laboratory",10090,2010315B03Rik
123805,"mouse, laboratory",10090,9830147E19Rik
123805,"mouse, laboratory",10090,AI987944
123805,"mouse, laboratory",10090,AW146154
123805,"mouse, laboratory",10090,Etohi1
123805,"mouse, laboratory",10090,Gm10324
123805,"mouse, laboratory",10090,Gm14124
123805,"mouse, laboratory",10090,Gm14139
123805,"mouse, laboratory",10090,Gm14305
123805,"mouse, laboratory",10090,Gm14306
123805,"mouse, laboratory",10090,Gm14308
123805,"mouse, laboratory",10090,Gm14322
123805,"mouse, laboratory",10090,Gm14325
123805,"mouse, laboratory",10090,Gm14326
123805,"mouse, laboratory",10090,Gm14391
123805,"mouse, laboratory",10090,Gm14419
123805,"mouse, laboratory",10090,Gm14420
123805,"mouse, laboratory",10090,Gm14431
123805,"mouse, laboratory",10090,Gm14434
123805,"mouse, laboratory",10090,Gm19492
123805,"mouse, laboratory",10090,Gm2026
123805,"mouse, laboratory",10090,Gm20939
123805,"mouse, laboratory",10090,Gm21952
123805,"mouse, laboratory",10090,Gm3604
123805,"mouse, laboratory",10090,Gm4724
123805,"mouse, laboratory",10090,Gm5141
123805,"mouse, laboratory",10090,Gm5595
123805,"mouse, laboratory",10090,Gm6710
123805,"mouse, laboratory",10090,Gm6871
123805,"mouse, laboratory",10090,Gm8898
123805,"mouse, laboratory",10090,Gm9241
123805,"mouse, laboratory",10090,Gm9631
123805,"mouse, laboratory",10090,Zfp120
123805,"mouse, laboratory",10090,Zfp345
123805,"mouse, laboratory",10090,Zfp433
123805,"mouse, laboratory",10090,Zfp442
123805,"mouse, laboratory",10090,Zfp808
123805,"mouse, laboratory",10090,Zfp825
123805,"mouse, laboratory",10090,Zfp873
123805,"mouse, laboratory",10090,Zfp930
123805,"mouse, laboratory",10090,Zfp931
123805,"mouse, laboratory",10090,Zfp933
123805,"mouse, laboratory",10090,Zfp934
123805,"mouse, laboratory",10090,Zfp935
123805,"mouse, laboratory",10090,Zfp936
123805,"mouse, laboratory",10090,Zfp937
123805,"mouse, laboratory",10090,Zfp951
123805,"mouse, laboratory",10090,Zfp960
123805,"mouse, laboratory",10090,Zfp97
123813,"mouse, laboratory",10090,Tstd3
123817,"mouse, laboratory",10090,Eif4e
123817,human,9606,EIF4E
123820,"mouse, laboratory",10090,H2-Aa
123820,human,9606,HLA-DQA1
123823,human,9606,KLRC3
123826,"mouse, laboratory",10090,Vmn1r15
123829,"mouse, laboratory",10090,Brsk2
123829,human,9606,BRSK2
123845,"mouse, laboratory",10090,Actg2
123845,human,9606,ACTG2
123846,human,9606,HNRNPCL1
123846,human,9606,HNRNPCP5
123852,"mouse, laboratory",10090,Zcchc12
123852,human,9606,ZCCHC12
123861,human,9606,NACA
123874,"mouse, laboratory",10090,Cxx1a
123874,"mouse, laboratory",10090,Cxx1b
123874,human,9606,FAM127C
123880,"mouse, laboratory",10090,Myh4
123880,human,9606,MYH4
123885,"mouse, laboratory",10090,Prss21
123885,human,9606,PRSS21
123892,"mouse, laboratory",10090,Rhox6
123892,"mouse, laboratory",10090,Rhox9
123896,"mouse, laboratory",10090,Aldoa
123896,human,9606,ALDOA
123905,"mouse, laboratory",10090,Dnm1
123905,human,9606,DNM1
123914,"mouse, laboratory",10090,Ube2d3
123914,human,9606,UBE2D3
123915,human,9606,SPDYE2
123915,human,9606,SPDYE2B
123915,human,9606,SPDYE6
123916,"mouse, laboratory",10090,Rheb
123916,human,9606,RHEB
123925,"mouse, laboratory",10090,Qrich2
123926,"mouse, laboratory",10090,A230046K03Rik
123926,human,9606,KIAA1033
123930,"mouse, laboratory",10090,BC096441
123930,human,9606,TNFSF12-TNFSF13
123932,"mouse, laboratory",10090,Apcs
123932,human,9606,APCS
123934,"mouse, laboratory",10090,Atp6v1a
123934,human,9606,ATP6V1A
123939,"mouse, laboratory",10090,Palm2
123939,human,9606,PALM2
123941,"mouse, laboratory",10090,Defb48
123943,"mouse, laboratory",10090,Rbbp6
123943,human,9606,RBBP6
123944,"mouse, laboratory",10090,Tcam1
123965,human,9606,ZBED1
123971,"mouse, laboratory",10090,Skiv2l
123971,human,9606,SKIV2L
123981,"mouse, laboratory",10090,Mr1
123981,human,9606,MR1
123985,human,9606,LPPR2
123986,"mouse, laboratory",10090,Cdc42
123986,human,9606,CDC42
123989,"mouse, laboratory",10090,Gm5620
123992,"mouse, laboratory",10090,Gm9840
123992,human,9606,RBX1
124071,"mouse, laboratory",10090,Dnmt1
124071,human,9606,DNMT1
124162,"mouse, laboratory",10090,Dnttip2
124162,human,9606,DNTTIP2
124163,human,9606,FAM127A
124176,human,9606,ZNF527
124183,"mouse, laboratory",10090,Lyz1
124183,"mouse, laboratory",10090,Lyz2
124204,"mouse, laboratory",10090,Lct
124204,human,9606,LCT
124206,"mouse, laboratory",10090,Samd1
124206,human,9606,SAMD1
124233,human,9606,PGBD4
124236,"mouse, laboratory",10090,Kcnf1
124236,human,9606,KCNF1
124247,"mouse, laboratory",10090,Arid3a
124247,human,9606,ARID3A
124271,human,9606,SLC52A1
124277,"mouse, laboratory",10090,Gm973
124277,human,9606,LOC100652824
124284,"mouse, laboratory",10090,Ska3
124284,human,9606,SKA3
124351,human,9606,LOC729458
124351,human,9606,MBD3L2
124351,human,9606,MBD3L3
124351,human,9606,MBD3L4
124351,human,9606,MBD3L5
124353,human,9606,C5orf60
124356,"mouse, laboratory",10090,Piezo1
124356,human,9606,PIEZO1
124374,human,9606,POU5F1B
124386,"mouse, laboratory",10090,4930523C07Rik
124386,human,9606,KIAA0040
124387,human,9606,SMIM9
124392,human,9606,ZNF268
124393,human,9606,FAM104B
124404,"mouse, laboratory",10090,Gm17266
124404,human,9606,C18orf63
124406,human,9606,ANHX
124408,"mouse, laboratory",10090,Zfp33b
124408,human,9606,ZNF850
124412,human,9606,KIR2DL4
124413,human,9606,MUC5B
124414,"mouse, laboratory",10090,Myh6
124414,human,9606,MYH6
124416,"mouse, laboratory",10090,Tnr
124416,human,9606,TNR
124417,"mouse, laboratory",10090,Zan
124417,human,9606,ZAN
124421,"mouse, laboratory",10090,Kifc3
124421,human,9606,KIFC3
124422,human,9606,KLK2
124423,"mouse, laboratory",10090,Parp4
124423,human,9606,PARP4
124425,human,9606,ATP8
124432,"mouse, laboratory",10090,Rprd1a
124432,human,9606,RPRD1A
124438,"mouse, laboratory",10090,Ttc39c
124438,human,9606,TTC39C
124457,"mouse, laboratory",10090,Gm14548
124457,"mouse, laboratory",10090,Gm15448
124457,"mouse, laboratory",10090,Gm15931
124457,"mouse, laboratory",10090,Lilra6
124457,"mouse, laboratory",10090,Pira1
124457,"mouse, laboratory",10090,Pira2
124457,"mouse, laboratory",10090,Pirb
124457,human,9606,LILRB3
124458,"mouse, laboratory",10090,Siglec1
124458,human,9606,SIGLEC1
124460,human,9606,OR1D5
124461,"mouse, laboratory",10090,Spen
124461,human,9606,SPEN
124464,"mouse, laboratory",10090,Sult1d1
124466,"mouse, laboratory",10090,Pbsn
124469,"mouse, laboratory",10090,Muc4
124469,human,9606,MUC4
124471,human,9606,PLSCR2
124472,human,9606,NLGN4X
124473,"mouse, laboratory",10090,Ano8
124473,human,9606,ANO8
124477,"mouse, laboratory",10090,1700013G24Rik
124480,"mouse, laboratory",10090,Wdr95
124481,"mouse, laboratory",10090,Pkd1l2
124481,human,9606,PKD1L2
124483,human,9606,FCRL5
124486,"mouse, laboratory",10090,Gm11554
124486,"mouse, laboratory",10090,Gm11569
124486,"mouse, laboratory",10090,Krtap4-13
124486,"mouse, laboratory",10090,Krtap4-6
124486,human,9606,KRTAP4-9
124487,human,9606,KRTAP9-2
124489,human,9606,KRTAP2-2
124534,"mouse, laboratory",10090,Vmn1r16
124534,"mouse, laboratory",10090,Vmn1r29
124591,human,9606,OR1K1
124643,"mouse, laboratory",10090,Gpr110
124643,human,9606,GPR110
124672,"mouse, laboratory",10090,Zfp651
124672,human,9606,ZBTB47
124673,human,9606,DBF4B
124676,"mouse, laboratory",10090,Olfr910
124676,"mouse, laboratory",10090,Olfr912
124701,"mouse, laboratory",10090,4930529M08Rik
124711,"mouse, laboratory",10090,Krt28
124711,human,9606,KRT28
124785,human,9606,PRAMEF23
124813,human,9606,DGAT2L7P
124823,human,9606,KRTAP9-7
124838,human,9606,LOC100506422
124881,human,9606,LOC100506127
125279,human,9606,LOC100132705
125376,"mouse, laboratory",10090,Ofcc1
125376,human,9606,OFCC1
125593,human,9606,LOC100506859
127960,human,9606,OSTCP2
128031,human,9606,FUT3
128032,"mouse, laboratory",10090,Hbb-y
128032,human,9606,HBG2
128033,"mouse, laboratory",10090,Saa1
128033,"mouse, laboratory",10090,Saa2
128033,human,9606,SAA1
128034,"mouse, laboratory",10090,Ugt1a1
128034,human,9606,UGT1A1
128035,"mouse, laboratory",10090,Cyp11b2
128035,human,9606,CYP11B1
128036,human,9606,GH1
128037,human,9606,HBD
128038,"mouse, laboratory",10090,Hbb-bh1
128038,human,9606,HBG1
128039,"mouse, laboratory",10090,Crp
128039,human,9606,CRP
128040,human,9606,ORM1
128041,human,9606,CYP2A7
128042,"mouse, laboratory",10090,Cyp2c55
128042,human,9606,CYP2C9
128043,"mouse, laboratory",10090,Cyp2j6
128043,human,9606,CYP2J2
128044,"mouse, laboratory",10090,Cyp4a10
128044,"mouse, laboratory",10090,Cyp4a31
128044,"mouse, laboratory",10090,Cyp4a32
128044,human,9606,CYP4A11
128045,"mouse, laboratory",10090,Cyp4b1
128045,human,9606,CYP4B1
128047,"mouse, laboratory",10090,Rpl12
128047,human,9606,RPL12
128048,"mouse, laboratory",10090,Rpl21
128048,human,9606,RPL21
128049,"mouse, laboratory",10090,Gm14279
128049,"mouse, laboratory",10090,Rpl35a
128049,human,9606,RPL35A
128050,"mouse, laboratory",10090,Gm13826
128050,"mouse, laboratory",10090,Rpl37
128050,human,9606,RPL37
128052,human,9606,RPS4Y1
128054,"mouse, laboratory",10090,Olfr376
128054,human,9606,OR1E2
128056,"mouse, laboratory",10090,Olfr406
128057,"mouse, laboratory",10090,Olfr168
128058,"mouse, laboratory",10090,Olfr170
128058,"mouse, laboratory",10090,Olfr171
128061,"mouse, laboratory",10090,Olfr786
128062,"mouse, laboratory",10090,Olfr1408
128063,"mouse, laboratory",10090,Olfr744
128063,human,9606,OR11G2
128064,human,9606,OR14A16
128065,"mouse, laboratory",10090,Olfr1347
128066,"mouse, laboratory",10090,Olfr310
128067,"mouse, laboratory",10090,Olfr301
128067,human,9606,OR14C36
128069,"mouse, laboratory",10090,Olfr544
128070,"mouse, laboratory",10090,Olfr69
128070,human,9606,OR52A5
128072,"mouse, laboratory",10090,Olfr656
128074,human,9606,OR56B4
128075,"mouse, laboratory",10090,Olfr705
128075,human,9606,OR2AG1
128076,"mouse, laboratory",10090,Olfr478
128078,"mouse, laboratory",10090,Olfr1423
128078,human,9606,OR4D11
128079,"mouse, laboratory",10090,Olfr1426
128080,"mouse, laboratory",10090,Olfr1427
128081,"mouse, laboratory",10090,Olfr1445
128082,"mouse, laboratory",10090,Olfr1451
128083,"mouse, laboratory",10090,Olfr1458
128084,"mouse, laboratory",10090,Olfr137
128086,"mouse, laboratory",10090,Olfr1022
128086,human,9606,OR5M10
128087,"mouse, laboratory",10090,Olfr1023
128087,human,9606,OR5M1
128089,"mouse, laboratory",10090,Olfr1045
128089,human,9606,OR8J1
128091,"mouse, laboratory",10090,Olfr1168
128092,"mouse, laboratory",10090,Olfr1199
128092,human,9606,OR4C16
128093,"mouse, laboratory",10090,Olfr1238
128093,human,9606,OR4A5
128094,"mouse, laboratory",10090,Olfr1250
128094,"mouse, laboratory",10090,Olfr1252
128095,"mouse, laboratory",10090,Olfr339
128096,"mouse, laboratory",10090,Olfr273
128096,human,9606,OR13C4
128097,"mouse, laboratory",10090,Olfr159
128098,"mouse, laboratory",10090,Olfr157
128100,"mouse, laboratory",10090,Olfr57
128100,human,9606,OR7A17
128102,"mouse, laboratory",10090,Olfr862
128103,"mouse, laboratory",10090,Olfr251
128103,"mouse, laboratory",10090,Olfr898
128105,"mouse, laboratory",10090,Olfr905
128108,"mouse, laboratory",10090,Olfr521
128109,"mouse, laboratory",10090,Olfr195
128109,human,9606,OR5K3
128111,"mouse, laboratory",10090,Olfr711
128112,"mouse, laboratory",10090,Olfr1461
128113,"mouse, laboratory",10090,Olfr338
128114,"mouse, laboratory",10090,Olfr340
128115,"mouse, laboratory",10090,Olfr1259
128117,"mouse, laboratory",10090,Olfr156
128120,"mouse, laboratory",10090,Olfr919
128121,"mouse, laboratory",10090,Olfr945
128125,"mouse, laboratory",10090,Olfr1183
128127,"mouse, laboratory",10090,Olfr153
128128,"mouse, laboratory",10090,Olfr305
128131,"mouse, laboratory",10090,Olfr391-ps
128133,"mouse, laboratory",10090,Olfr1440
128134,"mouse, laboratory",10090,Olfr315
128134,human,9606,OR2T33
128135,"mouse, laboratory",10090,Olfr974
128136,"mouse, laboratory",10090,Olfr148
128139,"mouse, laboratory",10090,Olfr355
128139,human,9606,OR1L8
128141,"mouse, laboratory",10090,Olfr452
128141,human,9606,OR2F2
128143,"mouse, laboratory",10090,Olfr832
128143,"mouse, laboratory",10090,Olfr834
128143,human,9606,OR7G3
128144,"mouse, laboratory",10090,Olfr828
128144,human,9606,OR7G1
128145,"mouse, laboratory",10090,Olfr1280
128146,"mouse, laboratory",10090,Olfr1167
128149,human,9606,OR5H14
128150,"mouse, laboratory",10090,Olfr491
128151,"mouse, laboratory",10090,Olfr453
128151,human,9606,OR2F1
128152,"mouse, laboratory",10090,Olfr867
128153,"mouse, laboratory",10090,Olfr458
128154,"mouse, laboratory",10090,Olfr68
128155,"mouse, laboratory",10090,Olfr1209
128156,"mouse, laboratory",10090,Olfr1234
128157,human,9606,OR4A47
128159,"mouse, laboratory",10090,Olfr250
128162,"mouse, laboratory",10090,Olfr191
128162,"mouse, laboratory",10090,Olfr193
128163,"mouse, laboratory",10090,Olfr432
128165,"mouse, laboratory",10090,Olfr1413
128167,human,9606,LY75-CD302
128168,"mouse, laboratory",10090,BC051142
128170,human,9606,ZNF43
128172,"mouse, laboratory",10090,Olfr570
128173,"mouse, laboratory",10090,Olfr101
128173,"mouse, laboratory",10090,Olfr102
128174,human,9606,GOLGA6L1
128174,human,9606,GOLGA6L6
128174,human,9606,LOC440233
128174,human,9606,LOC440243
128176,human,9606,OR12D2
128177,human,9606,CCL4L1
128177,human,9606,CCL4L2
128179,human,9606,C9orf170
128180,"mouse, laboratory",10090,Cyp3a13
128182,"mouse, laboratory",10090,Rps13
128182,human,9606,RPS13
128183,human,9606,C10orf55
128184,"mouse, laboratory",10090,Gm10499
128184,"mouse, laboratory",10090,Gm8909
128184,"mouse, laboratory",10090,H2-Bl
128184,"mouse, laboratory",10090,H2-D1
128184,"mouse, laboratory",10090,H2-K1
128184,"mouse, laboratory",10090,H2-Q1
128184,"mouse, laboratory",10090,H2-Q2
128184,"mouse, laboratory",10090,H2-Q4
128184,"mouse, laboratory",10090,H2-Q6
128184,"mouse, laboratory",10090,H2-Q7
128184,human,9606,HLA-B
128185,human,9606,OR2L8
128186,human,9606,OR5D13
128187,human,9606,ATP5E
128188,"mouse, laboratory",10090,A430105I19Rik
128188,human,9606,C15orf52
128189,"mouse, laboratory",10090,Gpm6b
128189,human,9606,GPM6B
128190,human,9606,DEFB108B
128191,"mouse, laboratory",10090,Astl
128191,human,9606,ASTL
128192,"mouse, laboratory",10090,Stx12
128192,human,9606,STX12
128197,"mouse, laboratory",10090,Ptges3
128197,human,9606,PTGES3
128199,"mouse, laboratory",10090,Fmo3
128199,human,9606,FMO3
128200,"mouse, laboratory",10090,Pls3
128200,human,9606,PLS3
128201,human,9606,GBP3
128202,"mouse, laboratory",10090,Txn1
128202,human,9606,TXN
128206,"mouse, laboratory",10090,Serpinb1b
128213,"mouse, laboratory",10090,Sirpb1a
128213,"mouse, laboratory",10090,Sirpb1b
128213,"mouse, laboratory",10090,Sirpb1c
128214,human,9606,H2BFWT
128215,"mouse, laboratory",10090,Olfr924
128215,"mouse, laboratory",10090,Olfr926
128215,human,9606,OR8D2
128216,"mouse, laboratory",10090,Reg3a
128216,human,9606,REG3G
128221,"mouse, laboratory",10090,Mt2
128221,human,9606,MT1H
128222,"mouse, laboratory",10090,Rab8a
128222,human,9606,RAB8A
128224,"mouse, laboratory",10090,Sult1a1
128225,"mouse, laboratory",10090,Slc6a12
128225,human,9606,SLC6A12
128226,"mouse, laboratory",10090,Hmga1-rs1
128226,human,9606,HMGA1
128227,"mouse, laboratory",10090,Cela3b
128227,human,9606,CELA3B
128229,"mouse, laboratory",10090,Tuba3a
128229,"mouse, laboratory",10090,Tuba3b
128229,human,9606,TUBA3E
128234,"mouse, laboratory",10090,Gm5409
128234,"mouse, laboratory",10090,Try10
128235,"mouse, laboratory",10090,Zfp706
128235,human,9606,ZNF706
128237,human,9606,TARP
128238,"mouse, laboratory",10090,Trim34a
128238,"mouse, laboratory",10090,Trim34b
128238,human,9606,TRIM6-TRIM34
128243,"mouse, laboratory",10090,Abhd12b
128243,human,9606,ABHD12B
128244,human,9606,HBM
128246,human,9606,OR8J3
128247,"mouse, laboratory",10090,Olfr286
128247,human,9606,OR10AD1
128249,"mouse, laboratory",10090,Clec4b2
128250,human,9606,OR4F17
128250,human,9606,OR4F4
128250,human,9606,OR4F5
128251,"mouse, laboratory",10090,Ugt2b35
128251,"mouse, laboratory",10090,Ugt2b36
128251,human,9606,UGT2B7
128252,"mouse, laboratory",10090,Zfp677
128252,human,9606,ZNF813
128254,"mouse, laboratory",10090,Cfl2
128254,human,9606,CFL2
128255,"mouse, laboratory",10090,Rnf113a2
128262,human,9606,OR2M5
128263,human,9606,OR2T10
